,Number of combinations,Conditions,Loan,No Loan,Conversion Ratio
9917,3.0,(df['Education'] >= 3) & (df['Age'] >= 22.0) & (df['Mortgage'] >= 159.0),55.0,149.0,26.96078431372549
9918,3.0,(df['Education'] >= 3) & (df['Age'] >= 22.0) & (df['Mortgage'] >= 318.0),26.0,6.0,81.25
9919,3.0,(df['Education'] >= 3) & (df['Age'] >= 22.0) & (df['Mortgage'] >= 476.0),8.0,0.0,100.0
9920,3.0,(df['Education'] >= 3) & (df['Age'] >= 27.0) & (df['Mortgage'] >= -2.0),200.0,1251.0,13.783597518952448
9921,3.0,(df['Education'] >= 3) & (df['Age'] >= 27.0) & (df['Mortgage'] >= 159.0),53.0,144.0,26.903553299492383
9922,3.0,(df['Education'] >= 3) & (df['Age'] >= 27.0) & (df['Mortgage'] >= 318.0),25.0,6.0,80.64516129032258
9923,3.0,(df['Education'] >= 3) & (df['Age'] >= 27.0) & (df['Mortgage'] >= 476.0),7.0,0.0,100.0
9924,3.0,(df['Education'] >= 3) & (df['Age'] >= 32.0) & (df['Mortgage'] >= -2.0),178.0,1120.0,13.713405238828969
9925,3.0,(df['Education'] >= 3) & (df['Age'] >= 32.0) & (df['Mortgage'] >= 159.0),46.0,129.0,26.285714285714285
9926,3.0,(df['Education'] >= 3) & (df['Age'] >= 32.0) & (df['Mortgage'] >= 318.0),18.0,5.0,78.26086956521739
9927,3.0,(df['Education'] >= 3) & (df['Age'] >= 32.0) & (df['Mortgage'] >= 476.0),6.0,0.0,100.0
9928,3.0,(df['Education'] >= 3) & (df['Age'] >= 36.0) & (df['Mortgage'] >= -2.0),143.0,1026.0,12.23267750213858
9929,3.0,(df['Education'] >= 3) & (df['Age'] >= 36.0) & (df['Mortgage'] >= 159.0),41.0,117.0,25.949367088607595
9930,3.0,(df['Education'] >= 3) & (df['Age'] >= 36.0) & (df['Mortgage'] >= 318.0),15.0,5.0,75.0
9931,3.0,(df['Education'] >= 3) & (df['Age'] >= 36.0) & (df['Mortgage'] >= 476.0),3.0,0.0,100.0
9932,3.0,(df['Education'] >= 3) & (df['Age'] >= 41.0) & (df['Mortgage'] >= -2.0),123.0,868.0,12.4117053481332
9933,3.0,(df['Education'] >= 3) & (df['Age'] >= 41.0) & (df['Mortgage'] >= 159.0),38.0,99.0,27.73722627737226
9934,3.0,(df['Education'] >= 3) & (df['Age'] >= 41.0) & (df['Mortgage'] >= 318.0),15.0,3.0,83.33333333333334
9935,3.0,(df['Education'] >= 3) & (df['Age'] >= 41.0) & (df['Mortgage'] >= 476.0),3.0,0.0,100.0
9936,3.0,(df['Education'] >= 3) & (df['Age'] >= 45.0) & (df['Mortgage'] >= -2.0),107.0,694.0,13.358302122347066
9937,3.0,(df['Education'] >= 3) & (df['Age'] >= 45.0) & (df['Mortgage'] >= 159.0),31.0,75.0,29.245283018867923
9938,3.0,(df['Education'] >= 3) & (df['Age'] >= 45.0) & (df['Mortgage'] >= 318.0),13.0,1.0,92.85714285714286
9939,3.0,(df['Education'] >= 3) & (df['Age'] >= 45.0) & (df['Mortgage'] >= 476.0),3.0,0.0,100.0
9940,3.0,(df['Education'] >= 3) & (df['Age'] >= 49.0) & (df['Mortgage'] >= -2.0),86.0,588.0,12.759643916913946
9941,3.0,(df['Education'] >= 3) & (df['Age'] >= 49.0) & (df['Mortgage'] >= 159.0),26.0,63.0,29.213483146067414
9942,3.0,(df['Education'] >= 3) & (df['Age'] >= 49.0) & (df['Mortgage'] >= 318.0),12.0,1.0,92.3076923076923
9943,3.0,(df['Education'] >= 3) & (df['Age'] >= 49.0) & (df['Mortgage'] >= 476.0),3.0,0.0,100.0
9944,3.0,(df['Education'] >= 3) & (df['Age'] >= 54.0) & (df['Mortgage'] >= -2.0),58.0,438.0,11.693548387096774
9945,3.0,(df['Education'] >= 3) & (df['Age'] >= 54.0) & (df['Mortgage'] >= 159.0),17.0,45.0,27.419354838709676
9946,3.0,(df['Education'] >= 3) & (df['Age'] >= 54.0) & (df['Mortgage'] >= 318.0),9.0,0.0,100.0
9947,3.0,(df['Education'] >= 3) & (df['Age'] >= 54.0) & (df['Mortgage'] >= 476.0),2.0,0.0,100.0
9948,3.0,(df['Education'] >= 3) & (df['Age'] >= 58.0) & (df['Mortgage'] >= -2.0),39.0,262.0,12.956810631229235
9949,3.0,(df['Education'] >= 3) & (df['Age'] >= 58.0) & (df['Mortgage'] >= 159.0),13.0,24.0,35.13513513513514
9950,3.0,(df['Education'] >= 3) & (df['Age'] >= 58.0) & (df['Mortgage'] >= 318.0),5.0,0.0,100.0
9951,3.0,(df['Education'] >= 3) & (df['Age'] >= 58.0) & (df['Mortgage'] >= 476.0),1.0,0.0,100.0
9952,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Mortgage'] >= -2.0),15.0,96.0,13.513513513513514
9953,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Mortgage'] >= 159.0),7.0,9.0,43.75
9954,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Mortgage'] >= 318.0),2.0,0.0,100.0
9955,3.0,(df['Education'] >= 1) & (df['Experience'] >= 0.0) & (df['Income'] >= 7.0),480.0,4520.0,9.6
9956,3.0,(df['Education'] >= 1) & (df['Experience'] >= 0.0) & (df['Income'] >= 62.0),479.0,2132.0,18.345461509000383
9957,3.0,(df['Education'] >= 1) & (df['Experience'] >= 0.0) & (df['Income'] >= 116.0),381.0,541.0,41.3232104121475
9958,3.0,(df['Education'] >= 1) & (df['Experience'] >= 0.0) & (df['Income'] >= 170.0),139.0,122.0,53.25670498084292
9959,3.0,(df['Education'] >= 1) & (df['Experience'] >= 5.0) & (df['Income'] >= 7.0),430.0,4103.0,9.485991617030665
9960,3.0,(df['Education'] >= 1) & (df['Experience'] >= 5.0) & (df['Income'] >= 62.0),430.0,1931.0,18.212621770436254
9961,3.0,(df['Education'] >= 1) & (df['Experience'] >= 5.0) & (df['Income'] >= 116.0),342.0,487.0,41.25452352231604
9962,3.0,(df['Education'] >= 1) & (df['Experience'] >= 5.0) & (df['Income'] >= 170.0),122.0,109.0,52.81385281385281
9963,3.0,(df['Education'] >= 1) & (df['Experience'] >= 10.0) & (df['Income'] >= 7.0),354.0,3527.0,9.121360474104613
9964,3.0,(df['Education'] >= 1) & (df['Experience'] >= 10.0) & (df['Income'] >= 62.0),354.0,1663.0,17.550818046603865
9965,3.0,(df['Education'] >= 1) & (df['Experience'] >= 10.0) & (df['Income'] >= 116.0),280.0,416.0,40.229885057471265
9966,3.0,(df['Education'] >= 1) & (df['Experience'] >= 10.0) & (df['Income'] >= 170.0),99.0,88.0,52.94117647058824
9967,3.0,(df['Education'] >= 1) & (df['Experience'] >= 14.0) & (df['Income'] >= 7.0),307.0,3121.0,8.95565927654609
9968,3.0,(df['Education'] >= 1) & (df['Experience'] >= 14.0) & (df['Income'] >= 62.0),307.0,1466.0,17.315284827975184
9969,3.0,(df['Education'] >= 1) & (df['Experience'] >= 14.0) & (df['Income'] >= 116.0),241.0,368.0,39.57307060755337
9970,3.0,(df['Education'] >= 1) & (df['Experience'] >= 14.0) & (df['Income'] >= 170.0),85.0,69.0,55.1948051948052
9971,3.0,(df['Education'] >= 1) & (df['Experience'] >= 19.0) & (df['Income'] >= 7.0),260.0,2533.0,9.308986752595775
9972,3.0,(df['Education'] >= 1) & (df['Experience'] >= 19.0) & (df['Income'] >= 62.0),260.0,1159.0,18.32276250880902
9973,3.0,(df['Education'] >= 1) & (df['Experience'] >= 19.0) & (df['Income'] >= 116.0),203.0,297.0,40.6
9974,3.0,(df['Education'] >= 1) & (df['Experience'] >= 19.0) & (df['Income'] >= 170.0),73.0,60.0,54.88721804511278
9975,3.0,(df['Education'] >= 1) & (df['Experience'] >= 24.0) & (df['Income'] >= 7.0),192.0,1885.0,9.244102070293692
9976,3.0,(df['Education'] >= 1) & (df['Experience'] >= 24.0) & (df['Income'] >= 62.0),192.0,803.0,19.2964824120603
9977,3.0,(df['Education'] >= 1) & (df['Experience'] >= 24.0) & (df['Income'] >= 116.0),152.0,184.0,45.23809523809524
9978,3.0,(df['Education'] >= 1) & (df['Experience'] >= 24.0) & (df['Income'] >= 170.0),55.0,35.0,61.111111111111114
9979,3.0,(df['Education'] >= 1) & (df['Experience'] >= 29.0) & (df['Income'] >= 7.0),135.0,1272.0,9.594882729211088
9980,3.0,(df['Education'] >= 1) & (df['Experience'] >= 29.0) & (df['Income'] >= 62.0),135.0,529.0,20.33132530120482
9981,3.0,(df['Education'] >= 1) & (df['Experience'] >= 29.0) & (df['Income'] >= 116.0),108.0,123.0,46.75324675324675
9982,3.0,(df['Education'] >= 1) & (df['Experience'] >= 29.0) & (df['Income'] >= 170.0),32.0,12.0,72.72727272727273
9983,3.0,(df['Education'] >= 1) & (df['Experience'] >= 33.0) & (df['Income'] >= 7.0),84.0,815.0,9.343715239154617
9984,3.0,(df['Education'] >= 1) & (df['Experience'] >= 33.0) & (df['Income'] >= 62.0),84.0,341.0,19.76470588235294
9985,3.0,(df['Education'] >= 1) & (df['Experience'] >= 33.0) & (df['Income'] >= 116.0),67.0,91.0,42.405063291139236
9986,3.0,(df['Education'] >= 1) & (df['Experience'] >= 33.0) & (df['Income'] >= 170.0),24.0,5.0,82.75862068965517
9987,3.0,(df['Education'] >= 1) & (df['Experience'] >= 38.0) & (df['Income'] >= 7.0),29.0,255.0,10.211267605633804
9988,3.0,(df['Education'] >= 1) & (df['Experience'] >= 38.0) & (df['Income'] >= 62.0),29.0,123.0,19.078947368421055
9989,3.0,(df['Education'] >= 1) & (df['Experience'] >= 38.0) & (df['Income'] >= 116.0),22.0,33.0,40.0
9990,3.0,(df['Education'] >= 1) & (df['Experience'] >= 38.0) & (df['Income'] >= 170.0),9.0,2.0,81.81818181818183
9991,3.0,(df['Education'] >= 2) & (df['Experience'] >= 0.0) & (df['Income'] >= 7.0),387.0,2517.0,13.326446280991735
9992,3.0,(df['Education'] >= 2) & (df['Experience'] >= 0.0) & (df['Income'] >= 62.0),387.0,923.0,29.541984732824428
9993,3.0,(df['Education'] >= 2) & (df['Experience'] >= 0.0) & (df['Income'] >= 116.0),314.0,0.0,100.0
9994,3.0,(df['Education'] >= 2) & (df['Experience'] >= 0.0) & (df['Income'] >= 170.0),117.0,0.0,100.0
9995,3.0,(df['Education'] >= 2) & (df['Experience'] >= 5.0) & (df['Income'] >= 7.0),346.0,2281.0,13.17091739626951
9996,3.0,(df['Education'] >= 2) & (df['Experience'] >= 5.0) & (df['Income'] >= 62.0),346.0,852.0,28.881469115191987
9997,3.0,(df['Education'] >= 2) & (df['Experience'] >= 5.0) & (df['Income'] >= 116.0),281.0,0.0,100.0
9998,3.0,(df['Education'] >= 2) & (df['Experience'] >= 5.0) & (df['Income'] >= 170.0),102.0,0.0,100.0
9999,3.0,(df['Education'] >= 2) & (df['Experience'] >= 10.0) & (df['Income'] >= 7.0),280.0,1981.0,12.38390092879257
10000,3.0,(df['Education'] >= 2) & (df['Experience'] >= 10.0) & (df['Income'] >= 62.0),280.0,749.0,27.2108843537415
10001,3.0,(df['Education'] >= 2) & (df['Experience'] >= 10.0) & (df['Income'] >= 116.0),225.0,0.0,100.0
10002,3.0,(df['Education'] >= 2) & (df['Experience'] >= 10.0) & (df['Income'] >= 170.0),82.0,0.0,100.0
10003,3.0,(df['Education'] >= 2) & (df['Experience'] >= 14.0) & (df['Income'] >= 7.0),242.0,1752.0,12.13640922768305
10004,3.0,(df['Education'] >= 2) & (df['Experience'] >= 14.0) & (df['Income'] >= 62.0),242.0,657.0,26.918798665183534
10005,3.0,(df['Education'] >= 2) & (df['Experience'] >= 14.0) & (df['Income'] >= 116.0),194.0,0.0,100.0
10006,3.0,(df['Education'] >= 2) & (df['Experience'] >= 14.0) & (df['Income'] >= 170.0),71.0,0.0,100.0
10007,3.0,(df['Education'] >= 2) & (df['Experience'] >= 19.0) & (df['Income'] >= 7.0),208.0,1423.0,12.752912323727776
10008,3.0,(df['Education'] >= 2) & (df['Experience'] >= 19.0) & (df['Income'] >= 62.0),208.0,531.0,28.146143437077132
10009,3.0,(df['Education'] >= 2) & (df['Experience'] >= 19.0) & (df['Income'] >= 116.0),165.0,0.0,100.0
10010,3.0,(df['Education'] >= 2) & (df['Experience'] >= 19.0) & (df['Income'] >= 170.0),61.0,0.0,100.0
10011,3.0,(df['Education'] >= 2) & (df['Experience'] >= 24.0) & (df['Income'] >= 7.0),155.0,1083.0,12.520193861066236
10012,3.0,(df['Education'] >= 2) & (df['Experience'] >= 24.0) & (df['Income'] >= 62.0),155.0,376.0,29.19020715630885
10013,3.0,(df['Education'] >= 2) & (df['Experience'] >= 24.0) & (df['Income'] >= 116.0),126.0,0.0,100.0
10014,3.0,(df['Education'] >= 2) & (df['Experience'] >= 24.0) & (df['Income'] >= 170.0),47.0,0.0,100.0
10015,3.0,(df['Education'] >= 2) & (df['Experience'] >= 29.0) & (df['Income'] >= 7.0),109.0,709.0,13.32518337408313
10016,3.0,(df['Education'] >= 2) & (df['Experience'] >= 29.0) & (df['Income'] >= 62.0),109.0,236.0,31.594202898550726
10017,3.0,(df['Education'] >= 2) & (df['Experience'] >= 29.0) & (df['Income'] >= 116.0),89.0,0.0,100.0
10018,3.0,(df['Education'] >= 2) & (df['Experience'] >= 29.0) & (df['Income'] >= 170.0),28.0,0.0,100.0
10019,3.0,(df['Education'] >= 2) & (df['Experience'] >= 33.0) & (df['Income'] >= 7.0),67.0,441.0,13.188976377952756
10020,3.0,(df['Education'] >= 2) & (df['Experience'] >= 33.0) & (df['Income'] >= 62.0),67.0,138.0,32.6829268292683
10021,3.0,(df['Education'] >= 2) & (df['Experience'] >= 33.0) & (df['Income'] >= 116.0),55.0,0.0,100.0
10022,3.0,(df['Education'] >= 2) & (df['Experience'] >= 33.0) & (df['Income'] >= 170.0),21.0,0.0,100.0
10023,3.0,(df['Education'] >= 2) & (df['Experience'] >= 38.0) & (df['Income'] >= 7.0),20.0,156.0,11.363636363636363
10024,3.0,(df['Education'] >= 2) & (df['Experience'] >= 38.0) & (df['Income'] >= 62.0),20.0,65.0,23.52941176470588
10025,3.0,(df['Education'] >= 2) & (df['Experience'] >= 38.0) & (df['Income'] >= 116.0),17.0,0.0,100.0
10026,3.0,(df['Education'] >= 2) & (df['Experience'] >= 38.0) & (df['Income'] >= 170.0),7.0,0.0,100.0
10027,3.0,(df['Education'] >= 3) & (df['Experience'] >= 0.0) & (df['Income'] >= 7.0),205.0,1296.0,13.657561625582945
10028,3.0,(df['Education'] >= 3) & (df['Experience'] >= 0.0) & (df['Income'] >= 62.0),205.0,491.0,29.454022988505745
10029,3.0,(df['Education'] >= 3) & (df['Experience'] >= 0.0) & (df['Income'] >= 116.0),168.0,0.0,100.0
10030,3.0,(df['Education'] >= 3) & (df['Experience'] >= 0.0) & (df['Income'] >= 170.0),60.0,0.0,100.0
10031,3.0,(df['Education'] >= 3) & (df['Experience'] >= 5.0) & (df['Income'] >= 7.0),187.0,1180.0,13.679590343818582
10032,3.0,(df['Education'] >= 3) & (df['Experience'] >= 5.0) & (df['Income'] >= 62.0),187.0,445.0,29.58860759493671
10033,3.0,(df['Education'] >= 3) & (df['Experience'] >= 5.0) & (df['Income'] >= 116.0),153.0,0.0,100.0
10034,3.0,(df['Education'] >= 3) & (df['Experience'] >= 5.0) & (df['Income'] >= 170.0),53.0,0.0,100.0
10035,3.0,(df['Education'] >= 3) & (df['Experience'] >= 10.0) & (df['Income'] >= 7.0),148.0,1050.0,12.353923205342237
10036,3.0,(df['Education'] >= 3) & (df['Experience'] >= 10.0) & (df['Income'] >= 62.0),148.0,407.0,26.666666666666668
10037,3.0,(df['Education'] >= 3) & (df['Experience'] >= 10.0) & (df['Income'] >= 116.0),118.0,0.0,100.0
10038,3.0,(df['Education'] >= 3) & (df['Experience'] >= 10.0) & (df['Income'] >= 170.0),42.0,0.0,100.0
10039,3.0,(df['Education'] >= 3) & (df['Experience'] >= 14.0) & (df['Income'] >= 7.0),128.0,945.0,11.929170549860205
10040,3.0,(df['Education'] >= 3) & (df['Experience'] >= 14.0) & (df['Income'] >= 62.0),128.0,370.0,25.702811244979916
10041,3.0,(df['Education'] >= 3) & (df['Experience'] >= 14.0) & (df['Income'] >= 116.0),102.0,0.0,100.0
10042,3.0,(df['Education'] >= 3) & (df['Experience'] >= 14.0) & (df['Income'] >= 170.0),36.0,0.0,100.0
10043,3.0,(df['Education'] >= 3) & (df['Experience'] >= 19.0) & (df['Income'] >= 7.0),112.0,751.0,12.977983777520278
10044,3.0,(df['Education'] >= 3) & (df['Experience'] >= 19.0) & (df['Income'] >= 62.0),112.0,289.0,27.93017456359102
10045,3.0,(df['Education'] >= 3) & (df['Experience'] >= 19.0) & (df['Income'] >= 116.0),89.0,0.0,100.0
10046,3.0,(df['Education'] >= 3) & (df['Experience'] >= 19.0) & (df['Income'] >= 170.0),31.0,0.0,100.0
10047,3.0,(df['Education'] >= 3) & (df['Experience'] >= 24.0) & (df['Income'] >= 7.0),82.0,565.0,12.673879443585781
10048,3.0,(df['Education'] >= 3) & (df['Experience'] >= 24.0) & (df['Income'] >= 62.0),82.0,202.0,28.87323943661972
10049,3.0,(df['Education'] >= 3) & (df['Experience'] >= 24.0) & (df['Income'] >= 116.0),66.0,0.0,100.0
10050,3.0,(df['Education'] >= 3) & (df['Experience'] >= 24.0) & (df['Income'] >= 170.0),24.0,0.0,100.0
10051,3.0,(df['Education'] >= 3) & (df['Experience'] >= 29.0) & (df['Income'] >= 7.0),58.0,377.0,13.333333333333334
10052,3.0,(df['Education'] >= 3) & (df['Experience'] >= 29.0) & (df['Income'] >= 62.0),58.0,124.0,31.868131868131865
10053,3.0,(df['Education'] >= 3) & (df['Experience'] >= 29.0) & (df['Income'] >= 116.0),47.0,0.0,100.0
10054,3.0,(df['Education'] >= 3) & (df['Experience'] >= 29.0) & (df['Income'] >= 170.0),15.0,0.0,100.0
10055,3.0,(df['Education'] >= 3) & (df['Experience'] >= 33.0) & (df['Income'] >= 7.0),35.0,230.0,13.20754716981132
10056,3.0,(df['Education'] >= 3) & (df['Experience'] >= 33.0) & (df['Income'] >= 62.0),35.0,73.0,32.407407407407405
10057,3.0,(df['Education'] >= 3) & (df['Experience'] >= 33.0) & (df['Income'] >= 116.0),29.0,0.0,100.0
10058,3.0,(df['Education'] >= 3) & (df['Experience'] >= 33.0) & (df['Income'] >= 170.0),12.0,0.0,100.0
10059,3.0,(df['Education'] >= 3) & (df['Experience'] >= 38.0) & (df['Income'] >= 7.0),10.0,78.0,11.363636363636363
10060,3.0,(df['Education'] >= 3) & (df['Experience'] >= 38.0) & (df['Income'] >= 62.0),10.0,34.0,22.727272727272727
10061,3.0,(df['Education'] >= 3) & (df['Experience'] >= 38.0) & (df['Income'] >= 116.0),9.0,0.0,100.0
10062,3.0,(df['Education'] >= 3) & (df['Experience'] >= 38.0) & (df['Income'] >= 170.0),3.0,0.0,100.0
10063,3.0,(df['Education'] >= 1) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= -2.0),480.0,4520.0,9.6
10064,3.0,(df['Education'] >= 1) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 159.0),131.0,593.0,18.093922651933703
10065,3.0,(df['Education'] >= 1) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 318.0),63.0,100.0,38.65030674846626
10066,3.0,(df['Education'] >= 1) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 476.0),19.0,12.0,61.29032258064516
10067,3.0,(df['Education'] >= 1) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= -2.0),430.0,4103.0,9.485991617030665
10068,3.0,(df['Education'] >= 1) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 159.0),116.0,533.0,17.873651771956855
10069,3.0,(df['Education'] >= 1) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 318.0),54.0,89.0,37.76223776223776
10070,3.0,(df['Education'] >= 1) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 476.0),17.0,12.0,58.620689655172406
10071,3.0,(df['Education'] >= 1) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= -2.0),354.0,3527.0,9.121360474104613
10072,3.0,(df['Education'] >= 1) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 159.0),102.0,459.0,18.181818181818183
10073,3.0,(df['Education'] >= 1) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 318.0),48.0,75.0,39.02439024390244
10074,3.0,(df['Education'] >= 1) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 476.0),13.0,10.0,56.52173913043478
10075,3.0,(df['Education'] >= 1) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= -2.0),307.0,3121.0,8.95565927654609
10076,3.0,(df['Education'] >= 1) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 159.0),90.0,405.0,18.181818181818183
10077,3.0,(df['Education'] >= 1) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 318.0),44.0,68.0,39.285714285714285
10078,3.0,(df['Education'] >= 1) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 476.0),10.0,9.0,52.63157894736842
10079,3.0,(df['Education'] >= 1) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= -2.0),260.0,2533.0,9.308986752595775
10080,3.0,(df['Education'] >= 1) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 159.0),81.0,321.0,20.149253731343283
10081,3.0,(df['Education'] >= 1) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 318.0),41.0,51.0,44.565217391304344
10082,3.0,(df['Education'] >= 1) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 476.0),10.0,6.0,62.5
10083,3.0,(df['Education'] >= 1) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= -2.0),192.0,1885.0,9.244102070293692
10084,3.0,(df['Education'] >= 1) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 159.0),61.0,239.0,20.333333333333332
10085,3.0,(df['Education'] >= 1) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 318.0),31.0,38.0,44.927536231884055
10086,3.0,(df['Education'] >= 1) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 476.0),7.0,5.0,58.333333333333336
10087,3.0,(df['Education'] >= 1) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= -2.0),135.0,1272.0,9.594882729211088
10088,3.0,(df['Education'] >= 1) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 159.0),38.0,162.0,19.0
10089,3.0,(df['Education'] >= 1) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 318.0),18.0,25.0,41.86046511627907
10090,3.0,(df['Education'] >= 1) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 476.0),3.0,2.0,60.0
10091,3.0,(df['Education'] >= 1) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= -2.0),84.0,815.0,9.343715239154617
10092,3.0,(df['Education'] >= 1) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 159.0),26.0,107.0,19.548872180451127
10093,3.0,(df['Education'] >= 1) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 318.0),10.0,16.0,38.46153846153847
10094,3.0,(df['Education'] >= 1) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 476.0),2.0,2.0,50.0
10095,3.0,(df['Education'] >= 1) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= -2.0),29.0,255.0,10.211267605633804
10096,3.0,(df['Education'] >= 1) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= 159.0),11.0,32.0,25.581395348837212
10097,3.0,(df['Education'] >= 1) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= 318.0),3.0,6.0,33.33333333333333
10098,3.0,(df['Education'] >= 1) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= 476.0),2.0,0.0,100.0
10099,3.0,(df['Education'] >= 2) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= -2.0),387.0,2517.0,13.326446280991735
10100,3.0,(df['Education'] >= 2) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 159.0),99.0,277.0,26.329787234042552
10101,3.0,(df['Education'] >= 2) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 318.0),49.0,19.0,72.05882352941177
10102,3.0,(df['Education'] >= 2) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 476.0),16.0,0.0,100.0
10103,3.0,(df['Education'] >= 2) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= -2.0),346.0,2281.0,13.17091739626951
10104,3.0,(df['Education'] >= 2) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 159.0),86.0,254.0,25.294117647058822
10105,3.0,(df['Education'] >= 2) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 318.0),41.0,16.0,71.9298245614035
10106,3.0,(df['Education'] >= 2) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 476.0),14.0,0.0,100.0
10107,3.0,(df['Education'] >= 2) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= -2.0),280.0,1981.0,12.38390092879257
10108,3.0,(df['Education'] >= 2) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 159.0),75.0,214.0,25.951557093425603
10109,3.0,(df['Education'] >= 2) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 318.0),35.0,11.0,76.08695652173914
10110,3.0,(df['Education'] >= 2) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 476.0),10.0,0.0,100.0
10111,3.0,(df['Education'] >= 2) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= -2.0),242.0,1752.0,12.13640922768305
10112,3.0,(df['Education'] >= 2) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 159.0),64.0,191.0,25.098039215686274
10113,3.0,(df['Education'] >= 2) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 318.0),32.0,10.0,76.19047619047619
10114,3.0,(df['Education'] >= 2) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 476.0),8.0,0.0,100.0
10115,3.0,(df['Education'] >= 2) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= -2.0),208.0,1423.0,12.752912323727776
10116,3.0,(df['Education'] >= 2) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 159.0),57.0,151.0,27.403846153846157
10117,3.0,(df['Education'] >= 2) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 318.0),30.0,7.0,81.08108108108108
